text,sentiment
pintar,Positif
bantu ajar inggris jepang cocok minggu hafal inggris,Positif
guna banget ajar b cina semangat ajar pokok best banget deh duo lingo,Positif
miiii bambon,Netral
aplikasi bantu ajar ku sekolah inggris,Positif
good jup,Negatif
bagus banget tau bahasa sini worth ya,Positif
bagus visa ajar giat,Positif
the best pokok,Negatif
suka seru b china lancar pokok best,Positif
bagus ajar bahasa serius,Positif
cerita lesbiola bxb,Netral
bagusmembuat pintar,Positif
alhamdulillah bantu mula nol trimaksi duolingo,Positif
bagus anjay motodenya bikin mudah,Positif
kayak game bagus anak,Positif
terima kasih mudah ajar bahasa inggris,Positif
bagus banget,Positif
sngat bantu pembelajaranterimakasih duolingo,Positif
aplikasi ya bagus bantu terimakasih,Positif
keren duolingo,Positif
guna banget bahasa,Positif
bagus banget,Positif
seru banget ajar aplikasi,Positif
aplikasi bagus,Positif
ajar ajar mudah fahami bagus mula opsi mula suka,Positif
bagus bantu orang ajar b inggris,Positif
bagus banget kualitas nya bikin pintar,Positif
bagus banget,Positif
sistematik ajar sabar ajar faham step,Positif
keren bantu ajar bahasa inggris cayo,Positif
burung ijo,Netral
mantap ok banget,Positif
bagus semangat ajar bahasa inggirs,Positif
bagus ajar jepang,Positif
asik banget,Positif
bagus bahasa inggris,Positif
keren,Netral
ajar sdterus ajar bahasa inggris duo lingowaktu uji nilai,Positif
bantu pintar bahasa inggris,Positif
apk bantu ajar senang iklan,Positif
bagussssss,Netral
the best,Negatif
gua bahasa inggris bal ya duolinggo,Positif
gila anjing kaget lgbt cok cowok my husband najis peluk,Negatif
happy,Negatif
ajar ku nilai bahasa inggris ku bagus,Positif
ajar dang,Positif
bantu,Positif
bagus ajar tekan guru guru salah berkalikali marah guru sih manusia marah,Positif
suka fitur energi,Negatif
seru game ya bikin canduu banget,Positif
bahasa cina,Positif
mudah paham bahasa inggris,Positif
good coba bahasa thailand,Netral
good learning,Negatif
ajar bahasa ucap,Positif
latih fokus anak teliti anak gamenya tarik,Positif
batal super,Netral
app ya bagus bahasa inggris ku lancar nih,Positif
mantap mula sepuh bahasa tambah cepat erti,Positif
bintang,Netral
baik,Netral
pokok ajar asi,Positif
bagusssaya suka nya,Netral
bayar,Netral
lucu seru,Positif
bagus bikin pusing,Positif
bagus bantu tau bahasa inggris,Positif
good,Negatif
uang kembali langgan duo linggo uang sedot oktober,Negatif
aplikasi bantu ajar bahasa inggris,Positif
ajar bahasa bagus banget,Positif
bagus ajar bahasa inggris,Positif
bantu progres ajar bhsa asing,Positif
bagus banget duolingo bahasa inggris ku lancar,Positif
sagat batu kammi ajar hingaaaa hafal kosakata,Positif
aplikasi bagus seru,Positif
bagus,Positif
aplikasi keren,Positif
bagus senang,Positif
hapal bahasa korea cepatttt,Positif
bikin nilai bahasa mtk bagus,Positif
duolingo seru ajar ya cocok gampang bosan,Positif
bagusbanget suka,Netral
bagus sekaliii mula ajar,Positif
aplikasi bantu ajar bahasa inggris,Positif
suka ajar siniii,Positif
seru main duolingo,Positif
bagus terimakasih perhati,Positif
ajar bahasa asing bahasa antar negara sulit bahasa antar bahasa tolong baik tolol,Positif
bagus,Positif
jelek banget update batree salah ngurang,Negatif
aplikasi ajar bahasa,Positif
gue edit ulas gue tolong cerita dukung lgbt gila terang dukung kaum pelangi,Negatif
keren ya ajar,Positif
jadi bahasa koreaaa,Positif
bagus banget,Positif
bagus bangetttaku bahasa inggris gra gra,Positif
unsur pelangi banget,Positif
bagus bantu,Positif
aplikasi bagus ajar bahasa,Positif
ajar,Positif
bahasa inggris,Positif
guna ajar bahasa inggris erti bahasa inggris,Positif
goood,Netral
admin caturnyaaaaaa,Netral
apk ya buka minggu maka nih apk,Netral
bagus ajar alhamdulillah bantu banget duolingo,Positif
seru banget jur,Positif
materi ya mudah paham kadang suka lag dikit ajar gampang hehe,Positif
ajar anak seru terima kasih,Positif
bantu banget syukur banget nyiptain aplikasi,Positif
suka banget duolingo ya ajar bahasa inggris ajar bahasa inggris lancar,Positif
bahasa mandarin,Positif
bagus banget nih ajar bahasa dikit dikit,Positif
bagus gratis recommended banget,Positif
update pakai energi ajar,Negatif
senang mudah,Positif
seru ajar duolingo,Positif
rekomendasi banget aplikasi duolingo ajar bahasa,Positif
keren,Netral
coba bagus ku tambaah bintang,Positif
aplikasi bikin bicara inggris level,Positif
i like duolingo,Negatif
unsur lgbt najis,Netral
seru we can have fun with this,Negatif
gue pintar jir rusia ya,Positif
suka app bantu,Netral
bagus mudah paham tchuss,Positif
seru lgbt ya maaf suka,Positif
ajar ya seru mudah paham,Positif
mantap ajar bahasa rebah moga sehat,Positif
masukkin skor linkedin,Netral
bagus anak sekolah ajar,Positif
aplikasi kapitalis kesini pelit,Negatif
aplikasi bagus muda erti ajar semangat,Positif
seru banget game cepat hapal,Positif
seru banget,Positif
suka aplikasi duolingo manfaat ajar ajar ber bahasa inggris,Positif
bagus ajar bahasa china,Positif
bantu ajar bahasa,Positif
seru sih unsur lesbi kurang,Netral
bug gue naik runtun keitung tolong baik,Negatif
sangatt bantu mula,Positif
game bahas tau game ajar ajar bahasa tau,Positif
maaf main terus,Netral
game seru ajar banyakk bahasapelajaran,Positif
lgbt apk ya bahayaa,Netral
bagus hafal ajar inggris les b inggris,Positif
ajar bahasa inggris,Positif
bagus banget aplikasinyaaa ajar bahasa top deh ya iklan banyakk dikitt sih trimakasihh,Positif
duolingo bagus,Positif
bagus ajar bahasa inggris,Positif
bagus teman ajar bahasa suka karana ajar ya ribet mudah modal aplikasi duolingo ajar bahasa,Positif
cihuu,Netral
aplikasi duolingo lumayan bagus gratis,Positif
keren sih bantu,Positif
keren ajar online,Positif
bagus banget asik suka banget duolinggoo,Positif
ajar bahasa,Positif
good application enhance your english with simple way,Negatif
lambat baterai isi,Negatif
eaa bagus pakai data habis data ajar tolong lihat google play,Negatif
salah ajar bicara henti ajar,Positif
ajar bahasa ringan,Positif
bantu mula pokok seru banget ajar ya,Positif
jago bahasa,Positif
this app charged me after my free day trial period expired after one wig,Negatif
bagus,Positif
mantap,Netral
efisien mudah paham tarik,Positif
bagus ajar bahasabahasa dunia,Positif
bantu keren,Positif
aplikasi unik kursus bahasa,Positif
dulingo serudan ajar ku bahasa inggris terimakasih duolingo,Positif
ganti wallpaper apk ya kasihan anak salah paham sabar,Netral
well bantu banget,Positif
basa ribu rating ribu,Netral
mudah ajar bahasa seru,Positif
idk,Negatif
bagusssssss,Netral
aplikasi bagus cocok ajar ajar bahasa mandarin langsung download aplikasi ya,Positif
asik banget bahasa inggris,Positif
negeri bahasa inggris rekomen denga aplikasi,Positif
sumpah seru banget bantu ajar bahasa asing ya duolingo best banget,Positif
bagus latih otak cerdas pintar,Positif
senang,Positif
lumayan,Netral
duolingo guna ajar bahasa musik matematika guna,Positif
duo ajar bahasa jerman mudahkerenbagus kayak game level,Positif
apk ya bagus banget suka banget ajar ya seru banget nyaaku kasih reting,Positif
bagus bahasa jepang bahasa inggris matematika,Positif
bagus cocok ajar dar lancar bahasa ingriss amell a prove,Positif
kurang iklan,Negatif
paham,Positif
manfaat moga unsur lgbtq ya hapus biar aman anak,Positif
ajar ajar bahasa inggris,Positif
duoligo bagus,Positif
suka duolinggo bahasa duolinggo max gratis orang miskin,Positif
bagus banget aplikasi,Positif
bagus moga lancar ya,Positif
seru senang nilai bagus,Positif
sistem bug ya baik keluh sistem energi efektif bug bicara kadang microfonnya deteksi suara,Negatif
bagusmembuat anak cerdas iklan cuman,Positif
bagosss oeyyyyyy,Netral
the method is varied and fun,Negatif
mudah ajar bahasa tarik,Positif
bagus bahasa spanyol terimakasih duo quieres agua por favor,Positif
bagus unsur lgbt ya,Positif
bantu ajar online bantu kembang mampu pokok bagus,Positif
aplikasi bagus,Positif
ajar aplikasi bagus tolong tambah tantang hari tantang mantap,Positif
aakakkk manfaat banget terimakasihhhh ya,Positif
keren,Netral
bagus banget gampang ajar,Positif
seru tambah ilmu tahu ku,Positif
ajar main game,Positif
bagus batu ajar bahasa inggris,Positif
ningkat banget bahasa mandarin ku lovee banget duolingo,Positif
bantu ajar bahasa tarik,Positif
bagus senang manfaat,Positif
aplikasi mudah paham pokok kurang wajib download ajar bahasa asing,Positif
cocok banget mula,Positif
bantu seru,Positif
aplikasi bantu banget mula ajar bahasa asing,Positif
bagus banget ajar bahasa inggris,Positif
moga benar lancar bahasa korea,Positif
aplikasi ya bagus ajar cepat mudah dulinggo baik,Positif
bagus bahasa inggris terimakasih ya duolingo,Positif
duolingo bikin semangat ajar bahasa bahasa orang keren,Positif
bagus banget bantu bahasa,Positif
serupermainan ya bagus,Positif
gemenya bagus banget,Positif
suka energy ya play energy langsung habis niat banget bikin player biar langgan,Negatif
bagus ajar bahasa,Positif
sumpah pakai aplikasi bahasa inggris tipistipis keren,Positif
seru hati ku dikit berlian ku dikit banget,Positif
terimakasih bantu ajar bahasa inggris love youuu duolingo,Positif
patut coba sih tagih greget main api ya coy,Netral
bantu ajar b inggris,Positif
seru bagetttt suka,Positif
bagus ajar bahasa jepang,Positif
mmbantuuuuusemoga suksesagi ya,Netral
asik nih,Netral
bantu asah otak pikir,Positif
aplikasi ajar bagus bantu agenda lbgt sih materi,Positif
duolingo bantu ajar bahasa inggris mula,Positif
bagus seru,Positif
enak banget aplikasi indonesia paham bahasa inggris english okkk,Positif
aplikasi serubayangin ajar bahasa bikin bingung bosandisini ajar senang senangseperti main game,Positif
bantu banget ajar bahasa inggris dasar,Positif
bagus banget,Positif
bagus bantu senang,Positif
salah tolong,Negatif
bagus banget sih ajar bahasa sayang komunikasi teman ikut sih,Positif
bagus banget main bikin lancar uji,Positif
is this good,Negatif
aplikasi bantu ajar bahasa inggris,Positif
apk bagus ajar bahasa inggris,Positif
duo lingo baik bahasa inggris mudah bahasa dll,Positif
guna,Netral
main bagus pilih sesuai ajar thanks duolingo im sok happy speaking with you duo,Negatif
bjepang duolingooo,Netral
good app for learning,Negatif
bagus banget sih exp ajar,Positif
lumayan,Netral
game ya bagus mudah erti anak anak,Positif
cocok mula,Positif
duolingo ku bahasa inggris,Positif
asik edukasi banget,Positif
seru banget ajar bahasa ajar gampang erti,Positif
manjadi ilmu harimantap dualingo,Netral
gay,Netral
very exciting,Negatif
asyik bangetsoalnya ngasah indra kitaada storynyaya pokok seru deh,Positif
bagus bangettjadi semanagt pakai apk iniiinilai ulang bahasa inggris,Positif
aplikasi bagus banget,Positif
bagus ajar senang kembang ya,Positif
banget,Positif
bahasa inggris,Positif
ich bin david,Netral
mantap seru,Positif
bagus nama makan tolong kasih vitur,Netral
tarik senang,Positif
apk ya bagus suka,Positif
bikin pintar,Positif
bagus bahasa inggris ya duo,Positif
good,Negatif
seru bangetbisa pintar bahasa inggris,Positif
mudah,Positif
senang banget bahasa ingris bahasa ingris nggesrti bahasa ingris terimakasih douingo terima,Positif
viva mexico libre,Netral
suka gambar,Netral
woi disalahin mulu,Netral
ajar seru game,Positif
un bagus banget,Positif
bagus guna,Positif
i really like now im quite fluent,Negatif
animasi lucu ngebosenin cocok usia,Positif
not bad,Negatif
this application can pakai me speak indonesian thank you suka,Negatif
seru ajar,Positif
langsung normalisasi simpang seksual sederhana propaganda kedok aplikasi ajar,Positif
where a chess,Negatif
au ah sistem energi sih pas nyaman duo dibatasin,Negatif
gratis dunia kecuali bernafasnerakadan tidur,Netral
ajar seru meneyenangkan,Positif
cerita dukung lgbt,Netral
suka banget ajar bagus mudah paham pasuk unsur lgbt ajar,Positif
bagus mudah paham,Positif
senang,Positif
sengat bagus kursus bahasa inggris senang,Positif
gay and lesbi,Negatif
terimakasih bantu ajar,Positif
nice apk,Negatif
seru banget duolingo suka iklan nge leg,Positif
belajarrr,Netral
mantap pintar bahasa inggris,Positif
let me get the chess study,Negatif
aplikasi ya bagus banget,Positif
aplikasi bahasa inggris,Positif
very good,Negatif
aaaaa suka banget pokok pakai duolingo aplikasi ubah bagus huhu luvvv,Positif
bantu ajar ngetest speaking,Positif
bantu,Positif
aplikasi bagus saran ajar,Positif
oke,Netral
aplikasi bantu,Positif
where is my chess,Negatif
lengkap jelas akurat,Netral
bagus banget recommended banget sih apk,Positif
sistem energi susah guna selesai ajar,Negatif
duolingo bagus bikin bahasa inggris cepat,Positif
aplikasi ya bagus tugas ajar duolingo maaf ya,Positif
olimpiade bantu banget,Positif
bahasa jepang apk terimakasih,Positif
sayang support lgbt konten ya vulgar baahas lgbt unit,Negatif
iam sok happy with this app bahas inggris,Negatif
great place learn,Negatif
apk bantu ajar bahasa inggris,Positif
doulingo bagus kenal bahasa inggris,Positif
alam ajar senang aplikasi duolingo,Positif
bantu mula ajar bahasa harga super mahal bantu coba fitur latih buangbuang,Positif
matel ajar catur,Positif
gratis ajar bahasa,Positif
aplikasi pintar,Positif
hari lumayan lancar bahasa jepang berkat duolingo,Positif
game ya bagus main ajar sama seru deh,Positif
bagus bantu terima kasih,Positif
suka ya,Netral
seru banget belajarr semangat,Positif
bantu untuk ajar nol,Positif
bantu bahasa inggris,Positif
bagus bahasa asing,Positif
manntappp,Netral
tau aplikasi guna paham bahasa asing mudah senang,Positif
bagus kelas ya walapun salah dikit susah,Netral
duolingo senang aplikasi ajar developer semangat,Positif
aplikasi guna manfaat ajar bahasa apa rating terimakasih aplikasi,Positif
sempurna,Netral
bagus,Positif
bagusdapat hafal cepat,Netral
guna ajar bahasa asing bahasa inggris,Positif
bagus sih apk gay njing,Positif
plccc bgusss banget,Positif
bagus ajar kelas,Positif
bagus keren paham matematika gampang sulit,Positif
sangan bagus,Positif
tarik gamenya,Netral
mudah paham,Positif
bagus banget thankyou ya berkat bahasa inggris,Positif
berbedabeda,Netral
bagus ajar bahasaaaa,Positif
asik ajar ya seru ngebosenin,Positif
aplikasi inj bagus ajar bahasa mudah paham gratis,Positif
ajar bahasa yeeeeee,Positif
bagus ya duolingo erti bahasa inggris,Positif
keren apk duolingo ajar nya sabar mudah ajar suka apk,Positif
very nice,Negatif
bayar ajar bahasa thailand china salah,Positif
ilangin fitur energi pls gaenak banget nyaman maaf,Negatif
mudah seru,Positif
seru banget mudah paham cocok mula,Positif
bagus otak anak anak,Positif
seru lucu,Positif
bagus manfaat,Positif
i liked this i can study several languages,Negatif
apk simpang ya,Netral
sugoiiii,Netral
aplikasi bagus ajar bahasa inggris bantu allikasi ajar mudah paham bosan,Positif
gampang senang,Positif
ilmu ajar,Positif
bagus ajar bahasa inggris orang orang mudah kembang ajar bahasa inggris,Positif
serubisa ajar bahasa eskul les,Positif
aplikasi sungguh bagus dapat limu,Positif
ajar bahasa inggris duolingo,Positif
keren ajar tani good job,Negatif
bagus tambah kosakata,Positif
senang ajar duolingo selesai ajar duolingo buat semangat ajar sukses duolingo,Positif
duolingo bagus anakanak,Positif
i like too subjeck inglish,Negatif
bantu lengkap writing listening speaking love sok muchh duolingo,Netral
mantap nih ajar,Positif
